"ref","PDF_id","article_type","authors","article_title","source_title","pub_year","doi","lead_author_institution_type","lead_author_affiliation","study_country","study_region","koaro","inanga","giant_kokopu","shortjaw_kokopu","banded_kokopu","spotted_galaxias","spatial_extent","spatial_extent_km","temporal","period_yrs","preiod_frq","survey","model","experiment","ex_field","ex_lab","review","review_method","method_other","diet","predation","competition","metabolism","disease","parasites","behaviour","movement","migration","morphology","evolution","spawning","riparain","growth","genetics","eggs","larvae","juveniles","adults","demographics","sex_ratio","fecundity","mortality","age_size_structure","abundance_density","physiochemical_habitat","landuse","aquaculture","harvesting","method_development","conservation","restoration","invasive.species","climate_change","stream","lake","ocean","landlocked"
105,163,"J","JUNG CA. BARBEE NC. SWEARER SE.","Post-Settlement Migratory Behaviour and Growth-Related Costs in Two Diadromous Fish Species, Galaxias Maculatus and Galaxias Brevipinnis","Journal of Fish Biology",2009,"10.1111/j.1095-8649.2009.02275.x","tertiary","UoM","Australia","Victoria","y","y","n","n","n","n","regional","150","y","0.208333333","28","y","n","n","n","n","n","na","otolith rings","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
106,164,"J","ROWE D. HICKS M. SMITH J. WILLIAMS E.","Lethal Concentrations of Suspended Solids for Common Native Fish Species that are Rare in New Zealand Rivers with High Suspended Solids Loads","New Zealand Journal of Marine and Freshwater Research",2009,"10.1080/00288330.2009.9626526","CRI","NIWA","NZ","na","n","n","n","n","y","n","lab","na","n","na","na","n","n","y","n","y","n","na","toxocology","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y","n","n","y","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
107,166,"J","ESSUMANG DK. DODOO DK. ADOKOH CK. SAM A. DOE NG.","Bioaccumulation of Platinum Group Metals on some Fish Species (Oreochromis Niloticus, Penaeus Laspisulcates, Scylla Serrate, Galaxias Brevipinnis and Mollusc) in the Pra Estuary of Ghana","Toxicological and Environmental Chemistry",2008,"10.1080/02772240701649869","tertiary","University of Cape Coast","Ghana","Central","y","n","n","n","n","n","reach","11","n","na","na","y","n","n","n","n","n","na","toxocology","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
108,168,"J","HALE R. DOWNES BJ. SWEARER SE.","Habitat Selection as a Source of Inter-Specific Differences in Recruitment of Two Diadromous Fish Species","Freshwater Biology",2008,"10.1111/j.1365-2427.2008.02037.x","tertiary","UoM","Australia","Victoria","y","y","n","n","n","n","regional","15","y","4","34","y","n","y","n","y","n","na","habitat prefernce","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
109,169,"J","HALE R. SWEARER SE.","Otolith Microstructural and Microchemical Changes Associated with Settlement in the Diadromous Fish Galaxias Maculatus","Marine Ecology Progress Series",2008,"10.3354/meps07251","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","regional","30","n","na","na","y","n","n","n","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
110,171,"J","MARDONES A. VEGA R. ENCINA F.","Cultivation of Whitebait (Galaxias Maculatus) in Chile","Aquaculture Research",2008,"10.1111/j.1365-2109.2008.01925.x","tertiary","Universidad Catolica de Temuco","Chile","AraucanÌa","n","y","n","n","n","n","na","na","n","na","na","n","n","n","n","n","y","semi-quantative","na","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","","n","n","y","n","y","y","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n"
111,175,"J","BAKER C. SMITH J.","Habitat Use by Banded Kokopu (Galaxias Fasciatus) and Giant Kokopu (g-Argenteus) Co-Occurring in Streams Draining the Hakarimata Range, New Zealand","New Zealand Journal of Marine and Freshwater Research",2007,"10.1080/00288330709509893","CRI","NIWA","NZ","Waikato","n","n","y","n","y","n","basin","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","n","y","y","n","n","n","n","n","n","n","y","n","n","n"
112,176,"J","BARBEE NC. SWEARER SE.","Characterizing Natal Source Population Signatures in the Diadromous Fish Galaxias Maculatus, using Embryonic Otolith Chemistry","Marine Ecology Progress Series",2007,"10.3354/meps06886","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","regional","700","n","na","na","y","n","n","n","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
113,177,"J","BARRIGA JP. BATTINI M. CUSSAC V.","Annual Dynamics Variation of a Landlocked Galaxias Maculatus (Jenyns 1842) Population in a Northern Patagonian River: Occurrence of Juvenile Upstream Migration","Journal of Applied Ichthyology",2007,"10.1111/j.1439-0426.2006.00820.x","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","250","y","1","14","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","y","y","n","y","n","n","n","y","y","y","n","n","n","n","n","n","n","n","y","y","n","y"
114,178,"J","BOY CC. MORRICONI E. CALVO J.","Reproduction in Puyen, Galaxias Maculatus (Pisces : Galaxiidae), in the Southernmost Extreme of Distribution","Journal of Applied Ichthyology",2007,"10.1111/j.1439-0426.2007.00842.x","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","reach","na","y","1","12","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","n","y","y","y","y","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
115,179,"J","DANTAGNAN H. BORQUEZ AS. VALDEBENITO IN. SALGADO IA. SERRANO EA. IZQUIERDO M.","Lipid and Fatty Acid Composition During Embryo and Larval Development of Puye Galaxias Maculatus Jenyns,1842, Obtained from Estuarine, Freshwater and Cultured Populations","Journal of Fish Biology",2007,"10.1111/j.1095-8649.2007.01339.x","tertiary","Universidad Catolica de Temuco","Chile","AraucanÌa","n","y","n","n","n","n","lab","na","y","0.083333333","7","y","n","y","n","y","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n"
116,180,"J","DAVID B. CLOSS GP. CROW SK. HANSEN EA.","Is Diel Activity Determined by Social Rank in a Drift-Feeding Stream Fish Dominance Hierarchy?","Animal Behaviour",2007,"10.1016/j.anbehav.2006.08.015","tertiary","UoO","NZ","Otago","n","n","y","n","n","n","reach","1","n","na","na","n","n","y","y","n","n","na","fish removal","n","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
117,181,"J","HAGGERTY JH.","I'm not a Greenie But...: Environmentality, Eco-Populism and Governance in New Zealand Experiences from the Southland Whitebait Fishery","Journal of Rural Studies",2007,"10.1016/j.jrurstud.2006.11.002","tertiary","UoO","NZ","Southland","y","y","y","y","y","n","regional","na","n","na","na","n","n","n","n","n","n","na","interviews","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n"
118,182,"J","KATTEL GR. CLOSS GP.","Spatial and Temporal Variation in the Fish Community of a South Island, New Zealand Coastal Lake","New Zealand Journal of Marine and Freshwater Research",2007,"10.1080/00288330709509891","tertiary","UoO","NZ","Otago","n","y","n","n","n","n","basin","2","y","1","14","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","n","y","n","n","n","n","n","n","n","n","n","y","n","n"
119,184,"J","MACCHI PJ. PASCUAL M. VIGLIANO PH.","Differential Piscivory of the Native Percichthys Trucha and Exotic Salmonids Upon the Native Forage Fish Galaxias Maculatus in Patagonian Andean Lakes","Limnologica",2007,"10.1016/j.limno.2006.09.004","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","regional","30","n","na","na","y","n","y","n","y","n","na","predation","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n"
120,185,"J","MACDONALD JI. DAVIES PE.","Improving the Upstream Passage of Two Galaxiid Fish Species Through a Pipe Culvert","Fisheries Management and Ecology",2007,"10.1111/j.1365-2400.2007.00546.x","tertiary","UoT","Australia","Tasmania","n","y","n","n","n","n","reach","0.02","n","na","na","n","n","y","y","n","n","na","passage","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","","n","y","n","n","y","n","n","n"
121,186,"J","MCLEAN F. BARBEE NC. SWEARER SE.","Avoidance of Native Versus Non-Native Predator Odours by Migrating Whitebait and Juveniles of the Common Galaxiid, Galaxias Maculatus","New Zealand Journal of Marine and Freshwater Research",2007,"10.1080/00288330709509906","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","lab","0.001","n","na","na","n","n","y","n","y","n","na","odour","n","y","n","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y","n","n","n"
122,187,"J","PLEW DR. NIKORA VI. LARNED ST. SYKES JRE. COOPER GG.","Fish Swimming Speed Variability at Constant Flow: Galaxias Maculatus","New Zealand Journal of Marine and Freshwater Research",2007,"10.1080/00288330709509907","CRI","NIWA","NZ","Canterbury","n","y","n","n","n","n","lab","0.00083","n","na","na","n","n","y","n","y","n","na","swimming","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
123,188,"J","ROWE D. SMITH J. BAKER C.","Agonistic Interactions Between Gambusia Affinis and Galaxias Maculatus: Implications for Whitebait Fisheries in New Zealand Rivers","Journal of Applied Ichthyology",2007,"10.1111/j.1439-0426.2007.00912.x","CRI","NIWA","NZ","Waikato","n","y","n","n","n","n","lab","na","y","0.041666667","15","n","n","y","n","y","n","na","interaction","n","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","y","y","n","n","y","n","n","n","n","n","n","n","n","n","y","n","y","n","n","n"
124,189,"J","VIOZZI G. MARIN SL. CARVAJAL J. BRUGNI N. MANCILLA M.","a New Genus of Dactylogyrid from the Gills of Galaxias Maculatus (Osmeriformes : Galaxiidae) in Maullin Basin, Patagonia, Chile","Journal of Parasitology",2007,"10.1645/GE-1029R.1","tertiary","Universidad Nacional del Comahue","Chile","Magallanes","n","y","n","n","n","n","na","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n"
125,190,"J","MCDOWALL RM.","Fish, Fish Habitats and Fisheries in New Zealand","Aquatic Ecosystem Health and Management",2006,"10.1080/14634980601026352","CRI","NIWA","NZ","na","y","y","y","y","y","n","regional","1450","n","na","na","n","n","n","n","n","y","narrative","na","n","y","n","n","n","n","n","n","y","n","y","n","n","n","y","n","n","y","y","y","n","n","y","n","n","y","n","y","y","n","y","n","y","n","y","y","y","y"
126,191,"J","NILSSON E. HERTONSSON P. STENBERG M. BRODERSEN J. OLSSON K. STENROTH P. LAKOWITZ T. BR÷NMARK C. NYSTR÷M P. MCINTOSH AR.","Facilitation and Interference among Three Predators Affect their Consumption of a Stream-Dwelling Mayfly","Freshwater Biology",2006,"10.1111/j.1365-2427.2006.01581.x","tertiary","UoO","NZ","West Coast","y","n","n","n","n","n","lab","0.0006","n","na","na","n","n","y","n","y","n","na","interaction","y","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y","n","n","n"
127,192,"J","REVENGA J. TORRES P. SIEGMUND I.","Galaxias Maculatus (Galaxiidae, Salmoniformes) Infected with Acanthostomoides Apophalliformis (Digenea, Platyhelminthes) in Southern Argentina. Pathology and Absence of Parasite Induced Mortality [galaxias Maculatus (Galaxiidae, Salmoniformes) Infectados Com Acanthostomoides Apophalliformis (Digenea, Platyhelminthes) No Sul Da Argentina. Histopatologia e Aus„™ncia De Mortalidade Induzida]","Brazilian Journal of Veterinary Research and Animal Science",2006,"10.11606/issn.1678-4456.bjvras.2006.26573","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n"
128,195,"J","BAKER C.","Predation of Inanga (Galaxias Maculatus) Eggs by Field Mice (Mus Musculus)","Journal of the Royal Society of New Zealand",2006,"10.1080/03014223.2006.9517806","CRI","NIWA","NZ","Waikato","n","y","n","n","n","n","reach","0.1","y","3","3","n","n","y","y","n","n","na","interaction","n","y","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","n","y","n","n","y","n","n","n","n","n","n","n","n","n","y","n","y","n","n","n"
129,196,"J","BAKER C. BOUBEE JA.","Upstream Passage of Inanga Galaxias Maculatus and Redfin Bullies Gobiomorphus Huttoni over Artificial Ramps","Journal of Fish Biology",2006,"10.1111/j.1095-8649.2006.01138.x","CRI","NIWA","NZ","Waikato","n","y","n","n","n","n","lab","0.00235","n","na","na","n","n","y","n","y","n","na","passage","n","n","n","n","n","n","y","y","y","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","","","",""
130,197,"J","BAKER C. CARTON AG. FINE JM. SORENSEN PW.","can Bile Acids Function as a Migratory Pheromone in Banded Kokopu, Galaxias Fasciatus (Gray)?","Ecology of Freshwater Fish",2006,"10.1111/j.1600-0633.2006.00155.x","CRI","NIWA","Canada","na","n","n","n","n","y","n","lab","na","n","na","na","n","n","y","n","y","n","na","chemical reaction","n","n","n","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
131,198,"J","CHAPMAN A. HOBBS RP. MORGAN DL. GILL HS.","Helminth Parasitism of Galaxias Maculatus (Jenyns 1842) in Southwestern Australia","Ecology of Freshwater Fish",2006,"10.1111/j.1600-0633.2006.00198.x","tertiary","Murdoch University","Australia","Western Australia","n","y","n","n","n","n","regional","275","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n"
132,199,"J","CHAPMAN A. MORGAN DL. BEATTY SJ. GILL HS.","Variation in Life History of Land-Locked Lacustrine and Riverine Populations of Galaxias Maculatus (Jenyns 1842) in Western Australia","Environmental Biology of Fishes",2006,"10.1007/s10641-006-9051-2","tertiary","Murdoch University","Australia","Western Australia","n","y","n","n","n","n","regional","60","y","1","11","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","y","y","y","y","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","y","n","y"
133,200,"J","DE PERTIERRA AAG. SEMENAS L.","Ailinella Mirabilis Gen. N., Sp N. (Eucestoda : Pseudophyllidea) from Galaxias Maculatus (Pisces : Galaxiidae) in the Andean-Patagonian Region of Argentina","Folia Parasitologica",2006,"10.14411/fp.2006.034","tertiary","Universidad de Buenos Aires","Argentina","Patagonia","n","y","n","n","n","n","na","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","na"
134,201,"J","EIKAAS H. MCINTOSH AR.","Habitat Loss Through Disruption of Constrained Dispersal Networks","Ecological Applications",2006,"10.1890/1051-0761(2006)016[0987:HLTDOC]2.0.CO;2","tertiary","UoC","NZ","West Coast","y","y","y","y","y","n","regional","450","n","na","na","n","n","n","n","n","n","na","na","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","na","na","na","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","y","na","na","n"
135,203,"J","MCDOWALL RM. CHARTERIS SC.","The Possible Adaptive Advantages of Terrestrial Egg Deposition in some Fluvial Diadromous Galaxiid Fishes (Teleostei : Galaxiidae)","Fish and Fisheries",2006,"10.1111/j.1467-2979.2006.00217.x","CRI","NIWA","Southern hemispere","na","y","y","y","y","y","n","international","na","n","na","na","n","n","n","n","n","y","narrative","na","n","n","n","n","n","y","n","n","n","n","n","y","y","n","n","y","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
136,204,"J","MORGAN DL. BEATTY SJ.","","Ecology of Freshwater Fish",2006,"10.1111/j.1600-0633.2006.00190.x","tertiary","Murdoch University","Australia","Western Australia","n","y","n","n","n","n","reach","0.01","y","2.83333333","8","y","n","n","n","n","n","na","passage","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","y","n","n","n","n","n","n","y","n","n","y","n","n","n"
137,205,"J","OLSSON K. STENROTH P. NYSTROM P. HOLMQVIST N. MCINTOSH AR. WINTERBOURN MJ.","Does Natural Acidity Mediate Interactions Between Introduced Brown Trout, Native Fish, Crayfish and Other Invertebrates in West Coast New Zealand Streams?","Biological Conservation",2006,"10.1016/j.biocon.2005.12.019","tertiary","Lund University","NZ","West Coast","y","n","y","n","y","n","regional","80","n","na","na","y","n","n","n","n","n","na","na","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","y","n","n","n"
138,206,"J","REVENGA J. TORRES P. SIEGMUND I.","Acanthostomoides Apophalliformis (Trematoda : Cryptogonimidae) Does not Cause Detectable Mortality in Galaxias Maculatus (Teleostomi : Galaxiidae)","Brazilian Archives of Biology and Technology",2006,"10.1590/S1516-89132006000600004","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n"
139,207,"J","SUREN AM. LAMBERT P.","Do Toxic Baits Containing Sodium Fluroacetate (1080) Affect Fish and Invertebrate Communities when They Fall into Streams?","New Zealand Journal of Marine and Freshwater Research",2006,"10.1080/00288330.2006.9517443","CRI","NIWA","NZ","West Coast","y","n","n","n","n","n","basin","3","y","0.011904762","7","n","n","y","y","n","n","na","toxocology","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
140,208,"J","EIKAAS H. HARDING JS. KLISKEY AD. MCINTOSH AR.","The Effect of Terrestrial Habitat Fragmentation on Fish Populations in Small Streams: a Case Study from New Zealand","Norsk Geografisk Tidsskrift",2005,"10.1080/00291950500375351","tertiary","UoC","NZ","West Coast","n","n","n","n","y","n","regional","5","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","y","n","n","n"
141,209,"J","EIKAAS H. KLISKEY AD. MCINTOSH AR.","Spatial Modeling and Habitat Quantification for Two Diadromous Fish in New Zealand Streams: Gis-Based Approach with Application for Conservation Management","Environmental Management",2005,"10.1007/s00267-004-0208-5","tertiary","UoC","NZ","Canterbury","y","n","n","n","y","n","regional","40","n","na","na","y","n","n","n","n","n","na","GIS","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","y","n","n","n"
142,210,"J","EIKAAS H. MCINTOSH AR. KLISKEY AD.","Catchment- And Site-Scale Influences of Forest Cover and Longitudinal Forest Position on the Distribution of a Diadromous Fish","Freshwater Biology",2005,"10.1111/j.1365-2427.2005.01337.x","tertiary","UoC","NZ","Canterbury","y","n","n","n","n","n","regional","40","n","na","na","y","n","n","n","n","n","na","GIS","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","na","na","na","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","y","n","n","n"
143,211,"J","HANSEN EA. CLOSS GP.","Diel Activity and Home Range Size in Relation to Food Supply in a Drift-Feeding Stream Fish","Behavioral Ecology",2005,"10.1093/beheco/ari036","tertiary","UoO","NZ","Otago","n","n","y","n","n","n","reach","1","y","0.83333333","10","y","n","y","y","n","n","na","prey removal","y","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
144,212,"J","REVENGA J. TORRES P. BAIZ M.","Impact of a Caged-Trout Farm on Parasites of Galaxias Maculatus in Lake Moreno, Southern Argentina","Journal of Parasitology",2005,"10.1645/GE-441R","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n"
145,213,"J","VIOZZI G. SEMENAS L. GUTIERREZ P.","Population Dynamics of Philureter Trigoniopsis (Monogenea : Ancyrocephalinae) from Urinary Organs of Galaxias Maculatus (Osmeriformes : Galaxiidae) in a Cold Temperate Andean Patagonian Lake (Argentina)","Journal of Parasitology",2005,"10.1645/GE-305R1.1","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","na","y","2","23","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n"
146,214,"J","WEST D. JOWETT IG. RICHARDSON J.","Growth, Diet, Movement, and Abundance of Adult Banded Kokopu (Galaxias Fasciatus) in Five Coromandel, New Zealand Streams","New Zealand Journal of Marine and Freshwater Research",2005,"10.1080/00288330.2005.9517362","CRI","NIWA","NZ","Waikato","n","n","n","n","y","n","regional","6","y","2.249999999","5","y","n","n","n","n","n","na","na","y","n","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","y","y","n","n","n","y","y","n","n","n","n","n","n","n","n","n","y","n","n","n"
147,215,"J","ZATTARA EE. PREMOLI AC.","Genetic Structuring in Andean Landlocked Populations of Galaxias Maculatus: Effects of Biogeographic History","Journal of Biogeography",2005,"10.1111/j.1365-2699.2004.01164.x","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","regional","135","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","n","y","n","n","n","y","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y"
